bigram_Words,count
management market earlier,2
market earlier automated,2
earlier automated advisor,2
automated advisor benchmarking,2
advisor benchmarking challenge,2
benchmarking challenge benchmarking,2
challenge benchmarking performance,2
benchmarking performance traditional,2
performance traditional wealth,2
traditional wealth product,2
wealth product increasingly,2
product increasingly difficult,2
increasingly difficult distributed,2
difficult distributed constantly,2
distributed constantly changing,2
constantly changing group,2
changing group prosumers,2
group prosumers source,2
prosumers source competition,2
source competition brand,2
competition brand trust,2
brand trust competing,2
trust competing prosumers,2
competing prosumers generate,2
prosumers generate return,2
generate return investment,2
return investment traditional,2
investment traditional institution,2
traditional institution brand,2
institution brand customer,2
brand customer trust,2
customer trust critical,2
trust critical differentiator,2
critical differentiator traditional,2
differentiator traditional investment,2
investment manager change,2
manager change competitive,2
change competitive workforce,2
competitive workforce strategy,2
workforce strategy emerging,2
strategy emerging platform,2
emerging platform empower,2
platform empower sophisticated,2
empower sophisticated individual,2
sophisticated individual compete,2
individual compete directly,2
compete directly professional,2
directly professional investor,2
professional investor implication,2
investor implication remaining,2
empowerment individual investment,2
individual investment management,2
financial ecosystem executive,2
ecosystem executive summary,2
context innovation process,2
innovation process investment,2
process investment institution,2
core business operation,2
business operation breed,2
operation breed process,2
externalisation provider highly,2
provider highly flexible,2
highly flexible platform,2
flexible platform typically,2
platform typically based,2
typically based cloud,2
based cloud provide,2
cloud provide financial,2
financial institution increased,2
institution increased efficiency,2
increased efficiency level,2
efficiency level process,2
level process sophistication,2
process sophistication excellence,2
sophistication excellence future,2
excellence future process,2
future process externalisation,2
service provider externalise,2
provider externalise consolidate,2
externalise consolidate process,2
consolidate process considered,2
core capability core,2
capability core competency,2
service provider enable,2
provider enable small,2
enable small medium,2
sized organisation better,2
organisation better compete,2
better compete large,2
large incumbent providing,2
incumbent providing access,2
providing access top,2
tier process unreachable,2
process unreachable lack,2
unreachable lack scale,2
lack scale external,2
scale external provider,2
external provider consolidate,2
provider consolidate regulatory,2
consolidate regulatory compliance,2
regulatory compliance capability,2
compliance capability create,2
capability create opportunity,2
create opportunity centralise,2
opportunity centralise communication,2
centralise communication regulatory,2
regulatory agency improve,2
agency improve speed,2
level compliance key,2
compliance key implication,2
key implication exploring,2
implication exploring option,2
exploring option externalise,2
option externalise large,2
externalise large number,2
large number redundant,2
number redundant process,2
redundant process institution,2
process institution firm,2
institution firm benefit,2
firm benefit efficiency,2
benefit efficiency gain,2
efficiency gain increased,2
gain increased sophistication,2
increased sophistication financial,2
sophistication financial institution,2
institution consider capability,2
consider capability continue,2
capability continue focus,2
continue focus source,2
focus source competitive,2
competitive advantage investment,2
advantage investment management,2
process externalisation process,2
externalisation process investment,2
process investment management,2
investment management institution,2
management institution considered,2
core business today,2
business today facing,2
today facing pressure,2
facing pressure investment,2
pressure investment management,2
core capability investment,2
investment institution today,2
institution today decade,2
today decade externalisation,2
decade externalisation core,2
externalisation core process,2
core process finance,2
process finance major,2
finance major trend,2
major trend financial,2
trend financial service,2
service industry drive,2
industry drive efficiency,2
drive efficiency operational,2
efficiency operational excellence,2
operational excellence despite,2
excellence despite trend,2
despite trend process,2
trend process transaction,2
process transaction monitoring,2
transaction monitoring regulatory,2
monitoring regulatory compliance,2
regulatory compliance risk,2
compliance risk management,2
risk management continue,2
management continue perceived,2
continue perceived mission,2
perceived mission critical,2
mission critical competitive,2
critical competitive differentiator,2
competitive differentiator remained,2
differentiator remained house,2
remained house evolution,2
house evolution landscape,2
evolution landscape impacting,2
landscape impacting core,2
impacting core process,2
core process key,2
process key challenge,2
key challenge faced,2
challenge faced institution,2
faced institution notion,2
institution notion core,2
notion core internal,2
core internal process,2
internal process change,2
process change external,2
change external provider,2
external provider emerge,2
provider emerge ability,2
emerge ability complete,2
ability complete process,2
complete process efficiently,2
process efficiently sophistication,2
efficiently sophistication individual,2
sophistication individual institution,2
individual institution ability,2
ability access collect,2
access collect market,2
collect market data,2
market data considered,2
data considered critical,2
considered critical internal,2
critical internal competency,2
internal competency equity,2
competency equity investment,2
equity investment firm,2
investment firm external,2
firm external provider,2
external provider emerged,2
provider emerged provide,2
emerged provide standardised,2
provide standardised comprehensive,2
standardised comprehensive set,2
comprehensive set data,2
set data bloomberg,2
data bloomberg thomson,2
bloomberg thomson reuters,2
thomson reuters number,2
reuters number issue,2
number issue arising,2
issue arising impact,2
arising impact institution,2
impact institution ability,2
institution ability excel,2
ability excel today,2
excel today core,2
today core process,2
core process increased,2
process increased regulatory,2
increased regulatory burden,2
regulatory burden result,2
burden result financial,2
result financial crisis,2
financial crisis dodd,2
crisis dodd frank,2
dodd frank introduction,2
frank introduction stricter,2
introduction stricter compliance,2
stricter compliance requirement,2
compliance requirement anti,2
requirement anti money,2
money laundering large,2
laundering large amount,2
large amount institution,2
amount institution capacity,2
institution capacity legacy,2
capacity legacy process,2
legacy process system,2
process system built,2
system built based,2
built based physical,2
based physical computing,2
physical computing environment,2
computing environment continue,2
environment continue limit,2
continue limit institution,2
limit institution flexibility,2
institution flexibility agility,2
flexibility agility adapting,2
agility adapting rapidly,2
adapting rapidly changing,2
rapidly changing market,2
changing market condition,2
market condition continuously,2
condition continuously evolving,2
continuously evolving regulatory,2
evolving regulatory requirement,2
regulatory requirement data,2
requirement data collection,2
data collection analysis,2
collection analysis trade,2
strategy execution transaction,2
execution transaction monitoring,2
transaction monitoring risk,2
monitoring risk management,2
risk management compliance,2
management compliance finance,2
compliance finance core,2
finance core process,2
core process remaining,2
process remaining house,2
remaining house core,2
house core process,2
core process typically,2
process typically externalised,2
typically externalised capacity,2
externalised capacity constraint,2
capacity constraint lost,2
constraint lost capacity,2
lost capacity update,2
capacity update maintenance,2
update maintenance limit,2
maintenance limit ability,2
limit ability invest,2
ability invest core,2
invest core capability,2
core capability high,2
capability high cost,2
high cost maintenance,2
cost maintenance updating,2
maintenance updating maintaining,2
process technology costly,2
technology costly time,2
time consuming limited,2
consuming limited flexibility,2
limited flexibility agility,2
flexibility agility timely,2
agility timely update,2
timely update process,2
update process technology,2
process technology limited,2
technology limited cost,2
limited cost effort,2
cost effort required,2
effort required inconsistency,2
required inconsistency fragmented,2
inconsistency fragmented local,2
fragmented local legacy,2
local legacy process,2
process technology impede,2
technology impede connectivity,2
impede connectivity organisation,2
connectivity organisation scale,2
organisation scale driven,2
scale driven barrier,2
driven barrier sophistication,2
barrier sophistication capability,2
sophistication capability feasible,2
capability feasible institution,2
feasible institution scale,2
institution scale size,2
scale size complexity,2
size complexity inflexible,2
complexity inflexible system,2
inflexible system designed,2
system designed market,2
designed market environment,2
market environment result,2
environment result complexity,2
result complexity adapt,2
complexity adapt current,2
adapt current environment,2
current environment breed,2
environment breed process,2
provider built technology,2
built technology philosophy,2
technology philosophy web,2
philosophy web investment,2
web investment management,2
externalisation key innovation,2
key innovation enabling,2
innovation enabling breed,2
enabling breed process,2
process externalisation common,2
externalisation common model,2
common model breed,2
model breed process,2
provider provide full,2
provide full externalisation,2
full externalisation entire,2
externalisation entire capability,2
entire capability including,2
capability including automated,2
including automated manual,2
automated manual process,2
manual process service,2
process service institution,2
service institution minimise,2
institution minimise infrastructure,2
minimise infrastructure investment,2
infrastructure investment required,2
investment required technology,2
required technology platform,2
technology platform real,2
real time database,2
time database expert,2
database expert system,2
expert system leverage,2
system leverage automation,2
leverage automation help,2
automation help user,2
help user complete,2
user complete task,2
complete task faster,2
task faster fewer,2
faster fewer resource,2
fewer resource facilitate,2
resource facilitate institution,2
facilitate institution work,2
institution work share,2
work share capability,2
share capability easily,2
capability easily integrate,2
easily integrate provider,2
integrate provider constructing,2
provider constructing legal,2
constructing legal technical,2
legal technical standard,2
technical standard vehicle,2
standard vehicle platform,2
vehicle platform service,2
platform service capability,2
service capability sharing,2
capability sharing advanced,2
sharing advanced analytics,2
advanced analytics cloud,2
analytics cloud computing,2
cloud computing natural,2
computing natural language,2
natural language leverage,2
language leverage cloud,2
leverage cloud technology,2
cloud technology improve,2
improve connectivity institution,2
connectivity institution facilitate,2
institution facilitate data,2
facilitate data sharing,2
data sharing streamline,2
sharing streamline implementation,2
streamline implementation maintenance,2
implementation maintenance process,2
maintenance process enable,2
process enable real,2
real time processing,2
time processing utilise,2
processing utilise advanced,2
utilise advanced computing,2
advanced computing power,2
computing power algorithm,2
power algorithm analytical,2
algorithm analytical model,2
analytical model automate,2
model automate existing,2
automate existing manual,2
existing manual process,2
manual process provide,2
process provide level,2
provide level sophistication,2
level sophistication integrate,2
sophistication integrate natural,2
integrate natural language,2
natural language technology,2
language technology process,2
technology process intuitive,2
process intuitive user,2
intuitive user reducing,2
user reducing deep,2
reducing deep technical,2
deep technical background,2
technical background capability,2
background capability investment,2
considered core process,2
core process externalisation,2
process externalisation effectively,2
externalisation effectively resolve,2
effectively resolve key,2
resolve key pain,2
pain point experienced,2
point experienced today,2
experienced today investment,2
today investment management,2
process externalisation analysis,2
externalisation analysis trade,2
strategy execution monitoring,2
execution monitoring risk,2
monitoring risk compliancedata,2
risk compliancedata collection,2
compliancedata collection current,2
collection current state,2
pain point example,2
point example external,2
example external provider,2
external provider benefit,2
provider benefit offered,2
benefit offered external,2
offered external provider,2
external provider illustrative,2
provider illustrative transformative,2
illustrative transformative potential,2
transformative potential process,2
potential process externalisation,2
core capability collection,2
capability collection multiple,2
multiple source required,2
source required asset,2
required asset processing,2
asset processing disparate,2
processing disparate format,2
disparate format required,2
format required reliance,2
required reliance manual,2
reliance manual modelling,2
manual modelling leading,2
modelling leading human,2
leading human error,2
human error lengthy,2
error lengthy turnaround,2
lengthy turnaround time,2
turnaround time capacity,2
time capacity constraint,2
capacity constraint support,2
constraint support prudent,2
support prudent decision,2
prudent decision making,2
decision making trading,2
making trading strategy,2
trading strategy start,2
strategy start hypothesis,2
start hypothesis requiring,2
hypothesis requiring trial,2
requiring trial error,2
trial error process,2
error process increasingly,2
process increasingly dynamic,2
increasingly dynamic complex,2
dynamic complex trading,2
complex trading landscape,2
trading landscape requires,2
landscape requires increased,2
requires increased cost,2
increased cost achieve,2
cost achieve best,2
achieve best execution,2
best execution transaction,2
execution transaction monitored,2
transaction monitored post,2
monitored post trade,2
post trade batch,2
trade batch process,2
batch process focusing,2
process focusing coping,2
focusing coping erroneous,2
coping erroneous behaviour,2
erroneous behaviour preventing,2
behaviour preventing risk,2
preventing risk modelling,2
risk modelling analysis,2
modelling analysis conducted,2
analysis conducted middle,2
conducted middle office,2
office function periodic,2
function periodic reporting,2
periodic reporting front,2
reporting front office,2
front office limiting,2
office limiting visibility,2
limiting visibility risk,2
visibility risk real,2
real time constantly,2
time constantly evolving,2
constantly evolving regulation,2
evolving regulation geography,2
regulation geography resource,2
geography resource expended,2
resource expended ensure,2
expended ensure compliance,2
ensure compliance process,2
compliance process properly,2
process properly monitored,2
properly monitored aggregating,2
monitored aggregating data,2
aggregating data collection,2
data collection multiple,2
multiple source automating,2
source automating extraction,2
automating extraction improve,2
extraction improve efficiency,2
improve efficiency allow,2
efficiency allow greater,2
allow greater influence,2
greater influence source,2
influence source data,2
source data utilisation,2
data utilisation advanced,2
utilisation advanced analytics,2
advanced analytics automation,2
analytics automation analysis,2
automation analysis instant,2
analysis instant accurate,2
instant accurate allow,2
accurate allow institution,2
allow institution test,2
institution test greater,2
test greater number,2
greater number opinion,2
number opinion support,2
opinion support decision,2
support decision making,2
decision making advanced,2
making advanced analytics,2
advanced analytics support,2
analytics support automated,2
support automated data,2
automated data driven,2
data driven trading,2
driven trading strategy,2
strategy formation automated,2
formation automated execution,2
automated execution provider,2
execution provider improve,2
provider improve efficiency,2
improve efficiency quality,2
efficiency quality execution,2
quality execution connectivity,2
execution connectivity multiple,2
connectivity multiple venue,2
multiple venue transaction,2
venue transaction monitored,2
transaction monitored real,2
monitored real time,2
real time ensure,2
time ensure erroneous,2
ensure erroneous trade,2
erroneous trade identified,2
trade identified addressed,2
identified addressed real,2
addressed real time,2
real time automation,2
time automation risk,2
automation risk modelling,2
risk modelling monitoring,2
modelling monitoring user,2
monitoring user friendly,2
user friendly interface,2
friendly interface allows,2
interface allows front,2
allows front office,2
front office directly,2
office directly engage,2
directly engage understanding,2
engage understanding analysing,2
understanding analysing risk,2
analysing risk real,2
real time centralised,2
time centralised compliance,2
centralised compliance monitoring,2
compliance monitoring provider,2
monitoring provider specific,2
provider specific type,2
specific type regulation,2
type regulation aggregate,2
regulation aggregate collection,2
aggregate collection changing,2
collection changing regulation,2
changing regulation multiple,2
regulation multiple geography,2
multiple geography greater,2
geography greater efficiency,2
greater efficiency novus,2
efficiency novus aggregate,2
novus aggregate performance,2
aggregate performance position,2
performance position data,2
position data fund,2
data fund regulator,2
fund regulator participating,2
regulator participating fund,2
participating fund provide,2
fund provide single,2
provide single point,2
single point access,2
point access fund,2
access fund fund,2
fund manager kensho,2
manager kensho automates,2
kensho automates modelling,2
automates modelling investment,2
modelling investment scenario,2
investment scenario support,2
scenario support decision,2
support decision maker,2
decision maker real,2
maker real time,2
real time projection,2
time projection performance,2
projection performance outlook,2
performance outlook assumption,2
outlook assumption ayasdi,2
assumption ayasdi utilises,2
ayasdi utilises topological,2
utilises topological data,2
data analysis draw,2
analysis draw correlation,2
draw correlation outliners,2
correlation outliners big,2
outliners big data,2
big data inform,2
data inform hypothesis,2
inform hypothesis trading,2
hypothesis trading strategy,2
strategy development redkite,2
development redkite monitor,2
redkite monitor erroneous,2
monitor erroneous trading,2
erroneous trading pattern,2
trading pattern real,2
pattern real time,2
real time layering,2
time layering help,2
layering help organisation,2
help organisation deal,2
organisation deal noncompliant,2
deal noncompliant transaction,2
noncompliant transaction instantaneously,2
transaction instantaneously opengamma,2
instantaneously opengamma open,2
opengamma open source,2
source platform real,2
market risk mgmt,2
risk mgmt analytics,2
mgmt analytics allowing,2
analytics allowing front,2
allowing front office,2
front office resource,2
office resource control,2
resource control manipulate,2
control manipulate calculation,2
manipulate calculation fundapps,2
calculation fundapps organises,2
investment restriction generation,2
restriction generation process,2
process externalisation brings,2
externalisation brings efficiency,2
brings efficiency enables,2
efficiency enables institution,2
enables institution gain,2
institution gain level,2
gain level sophistication,2
level sophistication unattainable,2
sophistication unattainable investment,2
unattainable investment management,2
externalisation key characteristic,2
state enabled process,2
enabled process externalisation,2
process externalisation automation,2
externalisation automation process,2
automation process automated,2
process automated commoditised,2
automated commoditised free,2
commoditised free capacity,2
free capacity invest,2
capacity invest differentiating,2
invest differentiating core,2
differentiating core capability,2
core capability flexibility,2
capability flexibility agility,2
flexibility agility updating,2
agility updating maintaining,2
process technology adapt,2
technology adapt changing,2
changing landscape quicker,2
landscape quicker effortless,2
quicker effortless sophistication,2
effortless sophistication leveraging,2
sophistication leveraging scale,2
leveraging scale externalised,2
scale externalised process,2
externalised process sophisticated,2
process sophisticated single,2
sophisticated single organisation,2
single organisation consistency,2
organisation consistency increased,2
consistency increased standardisation,2
increased standardisation process,2
standardisation process technology,2
process technology interface,2
technology interface bring,2
interface bring consistency,2
bring consistency operation,2
consistency operation facilitate,2
operation facilitate sharing,2
facilitate sharing data,2
sharing data reduced,2
data reduced cost,2
cost cost update,2
cost update maintain,2
update maintain process,2
maintain process technology,2
process technology reduced,2
technology reduced shared,2
reduced shared number,2
shared number institution,2
number institution empowered,2
institution empowered benefit,2
empowered benefit externalisation,2
benefit externalisation key,2
financial ecosystem externalisation,2
ecosystem externalisation key,2
financial ecosystem investment,2
ecosystem investment management,2
advanced technology externalise,2
technology externalise consolidate,2
externalise consolidate commoditise,2
consolidate commoditise process,2
commoditise process considered,2
core capability efficient,2
capability efficient sophisticated,2
efficient sophisticated manner,2
sophisticated manner result,2
manner result core,2
result core competency,2
provider small medium,2
sophisticated capability attainable,2
capability attainable lack,2
attainable lack scale,2
lack scale enabling,2
scale enabling small,2
enabling small medium,2
organisation access top,2
tier process barrier,2
process barrier entry,2
barrier entry lowered,2
entry lowered player,2
lowered player smaller,2
player smaller existing,2
smaller existing player,2
existing player compete,2
player compete large,2
large incumbent level,2
incumbent level playing,2
playing field provider,2
field provider improve,2
level compliance automation,2
compliance automation empower,2
automation empower regulator,2
empower regulator receive,2
regulator receive consistent,2
receive consistent input,2
consistent input financial,2
input financial institution,2
financial institution regulatory,2
institution regulatory compliance,2
service provider firm,2
provider firm centralised,2
firm centralised communication,2
point regulator scenario,2
regulator scenario illustrate,2
realised time potential,2
time potential impact,2
potential impact process,2
impact process externalisation,2
process externalisation redefined,2
externalisation redefined core,2
financial institution level,2
institution level playing,2
financial institution centralised,2
institution centralised communication,2
regulatory agency monitoring,2
agency monitoring risk,2
risk compliance monitoring,2
compliance monitoring risk,2
risk compliance today,2
compliance today futuretoday,2
today futuretoday future,2
futuretoday future large,2
large institution small,2
institution small institution,2
small institution external,2
institution external provider,2
external provider quality,2
provider quality process,2
process poor avg,2
poor avg good,2
avg good great,2
good great institution,2
great institution institution,2
institution institution today,2
today future externalised,2
future externalised narrative,2
externalised narrative summary,2
summary impact financial,2
impact financial institution,2
institution outsource select,2
outsource select process,2
select process specialised,2
process specialised external,2
specialised external firm,2
external firm leverage,2
firm leverage advanced,2
leverage advanced technology,2
technology provide improved,2
provide improved outcome,2
improved outcome lower,2
outcome lower cost,2
lower cost effort,2
cost effort spent,2
effort spent managing,2
spent managing process,2
managing process house,2
process house deployed,2
house deployed higher,2
deployed higher activity,2
higher activity provide,2
activity provide competitive,2
competitive differentiation pattern,2
differentiation pattern repeat,2
pattern repeat multiple,2
repeat multiple process,2
multiple process financial,2
financial institution competitive,2
institution competitive position,2
competitive position cease,2
position cease defined,2
cease defined core,2
defined core operational,2
core operational excellence,2
operational excellence defined,2
excellence defined higher,2
defined higher activity,2
higher activity chosen,2
activity chosen focus,2
chosen focus case,2
focus case study,2
case study service,2
study service provider,2
technology provide option,2
provide option financial,2
option financial institution,2
externalise process considered,2
core capability competitive,2
capability competitive advantage,2
process execution disappear,2
execution disappear high,2
disappear high quality,2
execution commodity purchase,2
commodity purchase financial,2
purchase financial institution,2
institution required redefine,2
required redefine capability,2
redefine capability differentiate,2
capability differentiate institution,2
differentiate institution process,2
institution process execution,2
process execution backseat,2
execution backseat human,2
backseat human factor,2
human factor investment,2
factor investment management,2
externalisation scenario redefined,2
ability accurately model,2
accurately model market,2
model market projection,2
market projection hypothesis,2
projection hypothesis large,2
hypothesis large quant,2
large quant team,2
quant team traditionally,2
team traditionally key,2
traditionally key advantage,2
key advantage large,2
financial institution kensho,2
institution kensho threatens,2
kensho threatens advantage,2
threatens advantage offering,2
advantage offering generation,2
offering generation analytics,2
generation analytics platform,2
analytics platform investment,2
platform investment industry,2
investment industry massively,2
industry massively parallel,2
massively parallel statistical,2
parallel statistical computing,2
statistical computing scalable,2
computing scalable analytics,2
scalable analytics architecture,2
analytics architecture user,2
architecture user friendly,2
user friendly visual,2
friendly visual interface,2
visual interface leveraging,2
interface leveraging kensho,2
leveraging kensho platform,2
kensho platform investment,2
platform investment institution,2
investment institution rapidly,2
institution rapidly model,2
rapidly model projection,2
model projection army,2
projection army quantitative,2
army quantitative analyst,2
quantitative analyst focusing,2
analyst focusing human,2
focusing human capability,2
human capability hypothesis,2
capability hypothesis generation,2
hypothesis generation market,2
generation market insight,2
market insight today,2
insight today future,2
today future financial,2
good great financial,2
great financial institution,2
good great externalised,2
great externalised process,2
externalised process scenario,2
process scenario redefined,2
implication scenario external,2
scenario external service,2
service provider ability,2
provider ability demonstrate,2
ability demonstrate clear,2
demonstrate clear business,2
clear business case,2
institution outsource core,2
outsource core function,2
core function clear,2
function clear definition,2
externalised process fewer,2
process fewer process,2
fewer process failure,2
process failure externalised,2
failure externalised focused,2
externalised focused specialised,2
focused specialised provider,2
specialised provider emergence,2
provider emergence institution,2
emergence institution competing,2
institution competing excel,2
competing excel specific,2
excel specific process,2
specific process drive,2
process drive deeper,2
drive deeper specialisation,2
deeper specialisation increased,2
specialisation increased capacity,2
increased capacity financial,2
capacity financial institution,2
financial institution innovative,2
institution innovative reduced,2
innovative reduced focus,2
reduced focus resource,2
focus resource intensive,2
resource intensive core,2
intensive core process,2
core process high,2
process high quality,2
high quality service,2
quality service level,2
service level financial,2
level financial institution,2
institution access increasingly,2
access increasingly differentiated,2
increasingly differentiated service,2
differentiated service product,2
service product offering,2
product offering financial,2
incumbent ecosystem reallocate,2
ecosystem reallocate resource,2
reallocate resource develop,2
resource develop core,2
develop core capability,2
core capability increased,2
capability increased pressure,2
increased pressure identify,2
pressure identify develop,2
identify develop differentiating,2
develop differentiating capability,2
differentiating capability emergence,2
capability emergence class,2
emergence class institution,2
class institution specialising,2
institution specialising externalising,2
specialising externalising specific,2
externalising specific process,2
specific process increase,2
process increase average,2
increase average level,2
average level sophistication,2
level sophistication process,2
sophistication process institution,2
process institution opportunity,2
institution opportunity centralisation,2
opportunity centralisation process,2
centralisation process creates,2
process creates larger,2
creates larger implication,2
larger implication process,2
implication process failure,2
process failure including,2
failure including continuity,2
including continuity risk,2
continuity risk banking,2
risk banking case,2
banking case failure,2
case failure external,2
failure external service,2
service provider risk,2
provider risk potential,2
risk potential lack,2
potential lack clarity,2
lack clarity surrounding,2
clarity surrounding accountability,2
surrounding accountability loss,2
accountability loss deep,2
loss deep process,2
deep process knowledge,2
process knowledge financial,2
knowledge financial institution,2
financial institution unforeseen,2
institution unforeseen spill,2
unforeseen spill consequence,2
spill consequence area,2
consequence area business,2
area business risk,2
business risk investment,2
externalisation scenario level,2
financial institution narrative,2
summary impact external,2
impact external service,2
service provider developed,2
provider developed tool,2
developed tool financial,2
tool financial institution,2
externalise process cost,2
process cost extending,2
cost extending service,2
extending service additional,2
service additional financial,2
additional financial institution,2
financial institution typically,2
institution typically low,2
typically low dependent,2
low dependent institution,2
dependent institution size,2
institution size small,2
size small medium,2
medium sized financial,2
sized financial institution,2
financial institution capitalise,2
institution capitalise economics,2
capitalise economics improve,2
economics improve efficiency,2
improve efficiency radically,2
efficiency radically increase,2
radically increase sophistication,2
increase sophistication process,2
sophistication process board,2
process board process,2
board process sophistication,2
process sophistication cease,2
sophistication cease source,2
cease source competitive,2
competitive advantage large,2
financial institution small,2
institution small medium,2
medium sized institution,2
sized institution increase,2
increase focus differentiating,2
focus differentiating capability,2
differentiating capability case,2
capability case study,2
study external service,2
service provider provide,2
provider provide small,2
provide small medium,2
sophisticated capability unattainable,2
capability unattainable lack,2
unattainable lack scale,2
lack scale barrier,2
scale barrier entry,2
barrier entry market,2
entry market lowered,2
market lowered playing,2
lowered playing field,2
playing field leveled,2
field leveled small,2
leveled small medium,2
sized organisation increasingly,2
organisation increasingly compete,2
increasingly compete large,2
compete large institution,2
large institution investment,2
process externalisation open,2
externalisation open gamma,2
open gamma open,2
gamma open source,2
source platform provide,2
platform provide real,2
market risk management,2
risk management analytics,2
management analytics buy,2
analytics buy side,2
buy side sell,2
side sell side,2
sell side clearing,2
side clearing institution,2
clearing institution open,2
institution open gamma,2
open gamma platform,2
gamma platform free,2
platform free charge,2
free charge offer,2
charge offer support,2
offer support consulting,2
support consulting training,2
consulting training service,2
training service help,2
service help institution,2
help institution configure,2
institution configure modify,2
configure modify platform,2
modify platform select,2
platform select appropriate,2
select appropriate risk,2
appropriate risk model,2
risk model platform,2
model platform includes,2
platform includes number,2
includes number advanced,2
number advanced function,2
advanced function small,2
function small institution,2
small institution service,2
institution service open,2
service open gamma,2
open gamma small,2
gamma small institution,2
small institution longer,2
institution longer set,2
longer set extensive,2
set extensive support,2
extensive support function,2
support function middle,2
function middle office,2
middle office attain,2
office attain sophisticated,2
attain sophisticated capability,2
capability compete larger,2
compete larger institution,2
larger institution today,2
today future large,2
large institution access,2
institution access sophisticated,2
process small institution,2
small institution limited,2
institution limited ability,2
limited ability build,2
ability build sophisticated,2
build sophisticated process,2
process small large,2
large institution gain,2
institution gain access,2
gain access sophisticated,2
sophisticated process focused,2
process focused external,2
focused external provider,2
external provider scenario,2
provider scenario level,2
implication scenario externalisation,2
scenario externalisation provider,2
provider provide suitable,2
provide suitable option,2
suitable option small,2
option small large,2
large institution clear,2
institution clear definition,2
externalised process potential,2
process potential increase,2
potential increase diversification,2
increase diversification strategy,2
diversification strategy smaller,2
strategy smaller financial,2
financial institution empowered,2
institution empowered pursue,2
empowered pursue innovative,2
pursue innovative strategy,2
innovative strategy increased,2
strategy increased competition,2
increased competition lead,2
competition lead reduction,2
lead reduction transaction,2
transaction cost customer,2
cost customer wider,2
customer wider universe,2
wider universe option,2
universe option financial,2
option financial service,2
service customer choice,2
customer choice institution,2
choice institution longer,2
institution longer restricted,2
longer restricted scale,2
restricted scale opportunity,2
scale opportunity risk,2
increased competition smaller,2
competition smaller institution,2
smaller institution gain,2
institution gain stronger,2
gain stronger competitive,2
competitive position evaluate,2
position evaluate business,2
evaluate business model,2
business model based,2
model based economy,2
based economy scale,2
economy scale wider,2
scale wider distribution,2
wider distribution market,2
distribution market share,2
market share increased,2
share increased monitoring,2
increased monitoring burden,2
monitoring burden regulator,2
burden regulator number,2
regulator number player,2
number player increase,2
player increase opportunity,2
opportunity risk small,2
risk small mid,2
small mid sized,2
mid sized player,2
sized player externalisation,2
player externalisation service,2
service provider acquired,2
provider acquired internalised,2
acquired internalised large,2
internalised large financial,2
financial institution systemic,2
institution systemic benefit,2
systemic benefit scale,2
benefit scale visibility,2
scale visibility market,2
visibility market erode,2
market erode average,2
erode average size,2
average size institution,2
size institution decrease,2
institution decrease risk,2
decrease risk investment,2
externalisation scenario centralised,2
regulatory agency narrative,2
agency narrative summary,2
summary impact number,2
impact number niche,2
number niche service,2
niche service provider,2
service provider emerging,2
provider emerging externalise,2
emerging externalise process,2
externalise process specific,2
process specific regulation,2
specific regulation restricted,2
regulation restricted holding,2
restricted holding kyc,2
holding kyc firm,2
kyc firm interpret,2
firm interpret regulatory,2
interpret regulatory change,2
regulatory change translate,2
change translate rule,2
translate rule applied,2
rule applied financial,2
applied financial institution,2
financial institution improving,2
institution improving regulatory,2
improving regulatory compliance,2
regulatory compliance speed,2
compliance speed financial,2
regulatory change regulatory,2
change regulatory compliance,2
regulatory compliance financial,2
financial institution closely,2
institution closely integrated,2
closely integrated service,2
integrated service provider,2
service provider regulator,2
provider regulator choose,2
regulator choose collaborate,2
choose collaborate directly,2
collaborate directly point,2
directly point issuing,2
point issuing regulation,2
issuing regulation code,2
regulation code policy,2
code policy document,2
policy document case,2
document case study,2
case study regulatory,2
study regulatory compliance,2
service provider better,2
provider better connection,2
better connection understanding,2
connection understanding regulation,2
understanding regulation reducing,2
regulation reducing compliance,2
reducing compliance burden,2
compliance burden financial,2
burden financial institution,2
institution compliance service,2
compliance service provider,2
service provider centralised,2
provider centralised communication,2
point regulator solidifying,2
regulator solidifying connection,2
solidifying connection regulator,2
connection regulator provider,2
regulator provider improve,2
regulatory change ensuring,2
change ensuring higher,2
ensuring higher level,2
level compliance investment,2
process externalisation fundapps,2
externalisation fundapps organises,2
investment restriction regulatory,2
restriction regulatory regime,2
regulatory regime daily,2
regime daily basis,2
daily basis fundapps,2
basis fundapps partner,2
fundapps partner global,2
partner global legal,2
global legal service,2
legal service provider,2
service provider monitor,2
provider monitor translate,2
monitor translate change,2
translate change relevant,2
change relevant regulation,2
relevant regulation rule,2
regulation rule daily,2
rule daily basis,2
daily basis regulatory,2
basis regulatory agency,2
regulatory agency partner,2
agency partner fundapps,2
partner fundapps future,2
fundapps future ensure,2
future ensure consistent,2
ensure consistent compliance,2
consistent compliance financial,2
financial institution dissemination,2
institution dissemination regulatory,2
dissemination regulatory change,2
regulatory change disclosure,2
change disclosure regime,2
disclosure regime faster,2
regime faster reduce,2
faster reduce compliance,2
reduce compliance burden,2
compliance burden faced,2
burden faced industry,2
faced industry today,2
industry today future,2
today future risk,2
future risk monitor,2
monitor compliance risk,2
compliance risk monitor,2
monitor compliance scenario,2
compliance scenario centralised,2
